"collision_index","longitude","latitude","date","time","road_type","speed_limit","junction_detail","junction_control","pedestrian_crossing","light_conditions","weather_conditions","road_surface_conditions","carriageway_hazards","urban_or_rural_area","area"
"2019010164850",-0.194685,51.371105,"21/02/2019","19:21",6,30,13,4,14,4,1,1,0,1,Metropolitan Police
"201001HT20593",-0.059245,51.51909,"23/08/2010","11:20",6,30,13,4,0,1,2,2,0,1,Metropolitan Police
"201501CW10458",-0.186897,51.513813,"08/01/2015","19:59",2,30,16,2,15,4,1,1,0,1,Metropolitan Police
"2008920802734",-2.112685,57.150566,"04/06/2008","20:00",6,30,16,2,14,1,1,1,0,1,Grampian
"1997610080997",,,"05/02/1997","12:30",6,30,0,-1,0,1,1,1,0,2,Gwent
"199897QB00205",,,"02/05/1998","23:05",3,30,0,-1,14,4,1,1,0,1,Strathclyde
"199891H002776",,,"23/05/1998","15:40",6,60,0,-1,0,1,1,1,13,2,Northern
"200697GA70912",-4.325459,55.851013,"18/12/2006","17:00",3,60,0,-1,0,4,1,2,0,1,Strathclyde
"2007600AN2008",-4.545068,53.28032,"22/04/2007","13:20",3,70,0,-1,0,1,9,2,0,2,North Wales
"201560S183240",-3.046243,53.06191,"30/11/2015","18:17",6,40,19,4,0,4,5,2,21,2,North Wales
"199604M009996",,,"18/03/1996","08:10",6,30,13,4,0,1,1,1,0,1,Lancashire
"200604BB06046",-2.83557,54.071102,"20/03/2006","16:26",6,30,13,4,0,1,1,1,0,1,Lancashire
"2013984141213",-3.228988,54.99508,"22/12/2013","11:09",6,60,13,4,0,1,1,2,0,2,Dumfries and Galloway
"199791L006018",,,"21/11/1997","19:45",6,60,0,-1,0,6,5,2,0,2,Northern
"200897QB03502",-4.053082,55.781807,"12/02/2008","17:00",6,30,13,2,14,1,1,1,0,1,Strathclyde
"199696GK02298",,,"22/06/1996","10:50",6,60,13,4,0,1,1,1,0,2,Central
"200363BC06403",-4.129393,52.321365,"11/04/2003","06:45",6,60,0,-1,0,1,1,1,0,2,Dyfed-Powys
"199701XD00405",,,"05/06/1997","14:15",6,30,16,4,0,1,1,1,0,1,Metropolitan Police
"2024010489239",-0.05885,51.68255,"15/01/2024","06:25",3,60,0,-1,0,4,1,1,0,2,Metropolitan Police
